datetime,total,month,weekDay,day,hour
12/21/2005 0:00,180614,12,2,21,12
12/21/2005 1:00,136706,12,2,21,1
12/21/2005 2:00,117068,12,2,21,2
12/21/2005 3:00,112472,12,2,21,3
12/21/2005 4:00,110689,12,2,21,4
12/21/2005 5:00,127100,12,2,21,5
12/21/2005 6:00,181445,12,2,21,6
12/21/2005 7:00,238083,12,2,21,7
12/21/2005 8:00,227138,12,2,21,8
12/21/2005 9:00,222801,12,2,21,9
12/21/2005 10:00,220416,12,2,21,10
12/21/2005 11:00,214698,12,2,21,11
12/21/2005 12:00,211564,12,2,21,12
12/21/2005 13:00,209259,12,2,21,13
12/21/2005 14:00,203247,12,2,21,14
12/21/2005 15:00,199905,12,2,21,15
12/21/2005 16:00,198998,12,2,21,16
12/21/2005 17:00,201890,12,2,21,17
12/21/2005 18:00,209584,12,2,21,18
12/21/2005 19:00,225283,12,2,21,19
12/21/2005 20:00,237856,12,2,21,20
12/21/2005 21:00,234773,12,2,21,21
12/21/2005 22:00,257662,12,2,21,22
12/21/2005 23:00,227737,12,2,21,23
12/22/2005 0:00,177808,12,3,22,12
12/22/2005 1:00,137797,12,3,22,1
12/22/2005 2:00,120552,12,3,22,2
12/22/2005 3:00,110498,12,3,22,3
12/22/2005 4:00,110682,12,3,22,4
12/22/2005 5:00,129418,12,3,22,5
12/22/2005 6:00,180995,12,3,22,6
12/22/2005 7:00,234787,12,3,22,7
12/22/2005 8:00,227332,12,3,22,8
12/22/2005 9:00,224731,12,3,22,9
12/22/2005 10:00,220170,12,3,22,10
12/22/2005 11:00,214257,12,3,22,11
12/22/2005 12:00,211734,12,3,22,12
12/22/2005 13:00,208581,12,3,22,13
12/22/2005 14:00,203604,12,3,22,14
12/22/2005 15:00,200801,12,3,22,15
12/22/2005 16:00,200941,12,3,22,16
12/22/2005 17:00,204613,12,3,22,17
12/22/2005 18:00,211209,12,3,22,18
12/22/2005 19:00,227671,12,3,22,19
12/22/2005 20:00,238879,12,3,22,20
12/22/2005 21:00,237276,12,3,22,21
12/22/2005 22:00,251605,12,3,22,22
12/22/2005 23:00,226725,12,3,22,23
12/23/2005 0:00,181269,12,4,23,12
12/23/2005 1:00,138342,12,4,23,1
12/23/2005 2:00,119858,12,4,23,2
12/23/2005 3:00,112526,12,4,23,3
12/23/2005 4:00,111698,12,4,23,4
12/23/2005 5:00,127750,12,4,23,5
12/23/2005 6:00,179871,12,4,23,6
12/23/2005 7:00,235549,12,4,23,7
12/23/2005 8:00,230113,12,4,23,8
12/23/2005 9:00,229082,12,4,23,9
12/23/2005 10:00,222180,12,4,23,10
12/23/2005 11:00,217440,12,4,23,11
12/23/2005 12:00,214650,12,4,23,12
12/23/2005 13:00,211737,12,4,23,13
12/23/2005 14:00,206820,12,4,23,14
12/23/2005 15:00,203873,12,4,23,15
12/23/2005 16:00,202817,12,4,23,16
12/23/2005 17:00,205296,12,4,23,17
12/23/2005 18:00,211960,12,4,23,18
12/23/2005 19:00,219413,12,4,23,19
12/23/2005 20:00,225703,12,4,23,20
12/23/2005 21:00,239913,12,4,23,21
12/23/2005 22:00,236160,12,4,23,22
12/23/2005 23:00,215726,12,4,23,23
12/24/2005 0:00,182240,12,5,24,12
12/24/2005 1:00,145921,12,5,24,1
12/24/2005 2:00,125687,12,5,24,2
12/24/2005 3:00,114534,12,5,24,3
12/24/2005 4:00,112072,12,5,24,4
12/24/2005 5:00,116478,12,5,24,5
12/24/2005 6:00,134250,12,5,24,6
12/24/2005 7:00,160971,12,5,24,7
12/24/2005 8:00,191251,12,5,24,8
12/24/2005 9:00,226782,12,5,24,9
12/24/2005 10:00,251847,12,5,24,10
12/24/2005 11:00,255653,12,5,24,11
12/24/2005 12:00,251765,12,5,24,12
12/24/2005 13:00,244338,12,5,24,13
12/24/2005 14:00,236370,12,5,24,14
12/24/2005 15:00,226160,12,5,24,15
12/24/2005 16:00,225514,12,5,24,16
12/24/2005 17:00,224330,12,5,24,17
12/24/2005 18:00,225097,12,5,24,18
12/24/2005 19:00,226142,12,5,24,19
12/24/2005 20:00,231057,12,5,24,20
12/24/2005 21:00,237699,12,5,24,21
12/24/2005 22:00,233195,12,5,24,22
12/24/2005 23:00,210793,12,5,24,23
12/25/2005 0:00,178450,12,6,25,12
12/25/2005 1:00,152087,12,6,25,1
12/25/2005 2:00,125835,12,6,25,2
12/25/2005 3:00,114700,12,6,25,3
12/25/2005 4:00,109995,12,6,25,4
12/25/2005 5:00,111091,12,6,25,5
12/25/2005 6:00,127641,12,6,25,6
12/25/2005 7:00,144439,12,6,25,7
12/25/2005 8:00,174580,12,6,25,8
12/25/2005 9:00,219931,12,6,25,9
12/25/2005 10:00,252823,12,6,25,10
12/25/2005 11:00,259817,12,6,25,11
12/25/2005 12:00,255328,12,6,25,12
12/25/2005 13:00,247176,12,6,25,13
12/25/2005 14:00,235840,12,6,25,14
12/25/2005 15:00,229979,12,6,25,15
12/25/2005 16:00,231422,12,6,25,16
12/25/2005 17:00,236702,12,6,25,17
12/25/2005 18:00,243424,12,6,25,18
12/25/2005 19:00,248822,12,6,25,19
12/25/2005 20:00,268508,12,6,25,20
12/25/2005 21:00,274209,12,6,25,21
12/25/2005 22:00,253391,12,6,25,22
12/25/2005 23:00,220864,12,6,25,23
12/26/2005 0:00,181658,12,5.8,26,12
12/26/2005 1:00,148199,12,5.6,26,1
12/26/2005 2:00,121664,12,5.4,26,2
12/26/2005 3:00,112260,12,5.2,26,3
12/26/2005 4:00,111571,12,5,26,4
12/26/2005 5:00,128087,12,4.8,26,5
12/26/2005 6:00,181203,12,4.6,26,6
12/26/2005 7:00,226946,12,4.4,26,7
12/26/2005 8:00,228052,12,4.2,26,8
12/26/2005 9:00,231463,12,4,26,9
12/26/2005 10:00,228754,12,3.8,26,10
12/26/2005 11:00,224625,12,3.6,26,11
12/26/2005 12:00,218859,12,3.4,26,12
12/26/2005 13:00,214209,12,3.2,26,13
12/26/2005 14:00,207742,12,3,26,14
12/26/2005 15:00,203514,12,2.8,26,15
12/26/2005 16:00,203253,12,2.6,26,16
12/26/2005 17:00,203316,12,2.4,26,17
12/26/2005 18:00,211648,12,2.2,26,18
12/26/2005 19:00,225521,12,2,26,19
12/26/2005 20:00,237592,12,1.8,26,20
12/26/2005 21:00,238004,12,1.6,26,21
12/26/2005 22:00,257576,12,1.4,26,22
12/26/2005 23:00,226823,12,1.2,26,23
12/27/2005 0:00,178616,12,1,27,12
12/27/2005 1:00,140378,12,1,27,1
12/27/2005 2:00,120596,12,1,27,2
12/27/2005 3:00,112580,12,1,27,3
12/27/2005 4:00,112893,12,1,27,4
12/27/2005 5:00,127755,12,1,27,5
12/27/2005 6:00,175258,12,1,27,6
12/27/2005 7:00,223208,12,1,27,7
12/27/2005 8:00,225074,12,1,27,8
12/27/2005 9:00,228276,12,1,27,9
12/27/2005 10:00,226702,12,1,27,10
12/27/2005 11:00,222236,12,1,27,11
12/27/2005 12:00,217817,12,1,27,12
12/27/2005 13:00,211945,12,1,27,13
12/27/2005 14:00,207235,12,1,27,14
12/27/2005 15:00,203287,12,1,27,15
12/27/2005 16:00,202298,12,1,27,16
12/27/2005 17:00,203938,12,1,27,17
12/27/2005 18:00,212092,12,1,27,18
12/27/2005 19:00,226889,12,1,27,19
12/27/2005 20:00,237625,12,1,27,20
12/27/2005 21:00,237683,12,1,27,21
12/27/2005 22:00,260745,12,1,27,22
12/27/2005 23:00,232168,12,1,27,23
12/28/2005 0:00,185152,12,2,28,12
12/28/2005 1:00,142806,12,2,28,1
12/28/2005 2:00,122296,12,2,28,2
12/28/2005 3:00,112993,12,2,28,3
12/28/2005 4:00,112347,12,2,28,4
12/28/2005 5:00,127657,12,2,28,5
12/28/2005 6:00,176514,12,2,28,6
12/28/2005 7:00,223474,12,2,28,7
12/28/2005 8:00,226620,12,2,28,8
12/28/2005 9:00,230641,12,2,28,9
12/28/2005 10:00,227986,12,2,28,10
12/28/2005 11:00,222297,12,2,28,11
12/28/2005 12:00,218837,12,2,28,12
12/28/2005 13:00,213289,12,2,28,13
12/28/2005 14:00,207931,12,2,28,14
12/28/2005 15:00,204671,12,2,28,15
12/28/2005 16:00,201246,12,2,28,16
12/28/2005 17:00,201911,12,2,28,17
12/28/2005 18:00,207547,12,2,28,18
12/28/2005 19:00,220319,12,2,28,19
12/28/2005 20:00,233016,12,2,28,20
12/28/2005 21:00,235431,12,2,28,21
12/28/2005 22:00,258478,12,2,28,22
12/28/2005 23:00,229218,12,2,28,23
12/29/2005 0:00,189302,12,3,29,12
12/29/2005 1:00,145033,12,3,29,1
12/29/2005 2:00,124810,12,3,29,2
12/29/2005 3:00,114727,12,3,29,3
12/29/2005 4:00,113274,12,3,29,4
12/29/2005 5:00,128849,12,3,29,5
12/29/2005 6:00,175271,12,3,29,6
12/29/2005 7:00,219389,12,3,29,7
12/29/2005 8:00,222649,12,3,29,8
12/29/2005 9:00,227236,12,3,29,9
12/29/2005 10:00,229106,12,3,29,10
12/29/2005 11:00,224986,12,3,29,11
12/29/2005 12:00,219844,12,3,29,12
12/29/2005 13:00,213069,12,3,29,13
12/29/2005 14:00,207959,12,3,29,14
12/29/2005 15:00,205398,12,3,29,15
12/29/2005 16:00,204182,12,3,29,16
12/29/2005 17:00,206034,12,3,29,17
12/29/2005 18:00,209985,12,3,29,18
12/29/2005 19:00,221214,12,3,29,19
12/29/2005 20:00,231870,12,3,29,20
12/29/2005 21:00,234766,12,3,29,21
12/29/2005 22:00,251499,12,3,29,22
12/29/2005 23:00,228724,12,3,29,23
12/30/2005 0:00,189584,12,4,30,12
12/30/2005 1:00,149278,12,4,30,1
12/30/2005 2:00,127059,12,4,30,2
12/30/2005 3:00,116507,12,4,30,3
12/30/2005 4:00,114359,12,4,30,4
12/30/2005 5:00,127772,12,4,30,5
12/30/2005 6:00,166430,12,4,30,6
12/30/2005 7:00,206427,12,4,30,7
12/30/2005 8:00,215876,12,4,30,8
12/30/2005 9:00,230536,12,4,30,9
12/30/2005 10:00,237910,12,4,30,10
12/30/2005 11:00,237116,12,4,30,11
12/30/2005 12:00,230361,12,4,30,12
12/30/2005 13:00,224485,12,4,30,13
12/30/2005 14:00,221399,12,4,30,14
12/30/2005 15:00,219720,12,4,30,15
12/30/2005 16:00,220624,12,4,30,16
12/30/2005 17:00,226498,12,4,30,17
12/30/2005 18:00,227213,12,4,30,18
12/30/2005 19:00,238007,12,4,30,19
12/30/2005 20:00,245895,12,4,30,20
12/30/2005 21:00,243915,12,4,30,21
12/30/2005 22:00,247754,12,4,30,22
12/30/2005 23:00,228944,12,4,30,23
12/31/2005 0:00,202086,12,5,31,12
12/31/2005 1:00,162327,12,5,31,1
12/31/2005 2:00,134104,12,5,31,2
12/31/2005 3:00,120759,12,5,31,3
12/31/2005 4:00,113133,12,5,31,4
12/31/2005 5:00,116915,12,5,31,5
12/31/2005 6:00,129732,12,5,31,6
12/31/2005 7:00,149108,12,5,31,7
12/31/2005 8:00,177957,12,5,31,8
12/31/2005 9:00,231640,12,5,31,9
12/31/2005 10:00,268232,12,5,31,10
12/31/2005 11:00,282043,12,5,31,11
12/31/2005 12:00,283310,12,5,31,12
12/31/2005 13:00,281593,12,5,31,13
12/31/2005 14:00,277214,12,5,31,14
12/31/2005 15:00,277011,12,5,31,15
12/31/2005 16:00,282154,12,5,31,16
12/31/2005 17:00,289128,12,5,31,17
12/31/2005 18:00,291322,12,5,31,18
12/31/2005 19:00,293263,12,5,31,19
12/31/2005 20:00,283273,12,5,31,20
12/31/2005 21:00,261908,12,5,31,21
12/31/2005 22:00,228635,12,5,31,22
12/31/2005 23:00,178539,12,5,31,23
1/1/2006 0:00,135295,1,6,1,12
1/1/2006 1:00,150650,1,6,1,1
1/1/2006 2:00,150373,1,6,1,2
1/1/2006 3:00,142028,1,6,1,3
1/1/2006 4:00,130980,1,6,1,4
1/1/2006 5:00,125682,1,6,1,5
1/1/2006 6:00,121853,1,6,1,6
1/1/2006 7:00,127680,1,6,1,7
1/1/2006 8:00,129650,1,6,1,8
1/1/2006 9:00,150448,1,6,1,9
1/1/2006 10:00,178281,1,6,1,10
1/1/2006 11:00,196460,1,6,1,11
1/1/2006 12:00,207800,1,6,1,12
1/1/2006 13:00,206750,1,6,1,13
1/1/2006 14:00,201911,1,6,1,14
1/1/2006 15:00,193450,1,6,1,15
1/1/2006 16:00,190688,1,6,1,16
1/1/2006 17:00,190901,1,6,1,17
1/1/2006 18:00,186525,1,6,1,18
1/1/2006 19:00,185437,1,6,1,19
1/1/2006 20:00,185987,1,6,1,20
1/1/2006 21:00,190036,1,6,1,21
1/1/2006 22:00,196225,1,6,1,22
1/1/2006 23:00,186262,1,6,1,23
1/2/2006 0:00,162411,1,5.8,2,12
1/2/2006 1:00,137964,1,5.6,2,1
1/2/2006 2:00,119831,1,5.4,2,2
1/2/2006 3:00,111558,1,5.2,2,3
1/2/2006 4:00,107928,1,5,2,4
1/2/2006 5:00,110108,1,4.8,2,5
1/2/2006 6:00,118544,1,4.6,2,6
1/2/2006 7:00,129957,1,4.4,2,7
1/2/2006 8:00,145642,1,4.2,2,8
1/2/2006 9:00,185024,1,4,2,9
1/2/2006 10:00,220468,1,3.8,2,10
1/2/2006 11:00,235986,1,3.6,2,11
1/2/2006 12:00,238962,1,3.4,2,12
1/2/2006 13:00,231668,1,3.2,2,13
1/2/2006 14:00,218474,1,3,2,14
1/2/2006 15:00,206848,1,2.8,2,15
1/2/2006 16:00,205140,1,2.6,2,16
1/2/2006 17:00,201261,1,2.4,2,17
1/2/2006 18:00,198443,1,2.2,2,18
1/2/2006 19:00,198064,1,2,2,19
1/2/2006 20:00,194786,1,1.8,2,20
1/2/2006 21:00,208532,1,1.6,2,21
1/2/2006 22:00,200914,1,1.4,2,22
1/2/2006 23:00,196982,1,1.2,2,23
1/3/2006 0:00,166041,1,1,3,12
1/3/2006 1:00,140349,1,1,3,1
1/3/2006 2:00,120743,1,1,3,2
1/3/2006 3:00,111854,1,1,3,3
1/3/2006 4:00,109111,1,1,3,4
1/3/2006 5:00,111094,1,1,3,5
1/3/2006 6:00,121399,1,1,3,6
1/3/2006 7:00,138045,1,1,3,7
1/3/2006 8:00,155057,1,1,3,8
1/3/2006 9:00,191362,1,1,3,9
1/3/2006 10:00,223598,1,1,3,10
1/3/2006 11:00,239044,1,1,3,11
1/3/2006 12:00,238796,1,1,3,12
1/3/2006 13:00,234221,1,1,3,13
1/3/2006 14:00,222655,1,1,3,14
1/3/2006 15:00,214247,1,1,3,15
1/3/2006 16:00,208946,1,1,3,16
1/3/2006 17:00,205284,1,1,3,17
1/3/2006 18:00,205892,1,1,3,18
1/3/2006 19:00,209741,1,1,3,19
1/3/2006 20:00,209271,1,1,3,20
1/3/2006 21:00,220189,1,1,3,21
1/3/2006 22:00,215442,1,1,3,22
1/3/2006 23:00,196143,1,1,3,23
1/4/2006 0:00,168859,1,2,4,12
1/4/2006 1:00,143004,1,2,4,1
1/4/2006 2:00,122910,1,2,4,2
1/4/2006 3:00,112885,1,2,4,3
1/4/2006 4:00,111101,1,2,4,4
1/4/2006 5:00,113390,1,2,4,5
1/4/2006 6:00,125337,1,2,4,6
1/4/2006 7:00,139213,1,2,4,7
1/4/2006 8:00,160161,1,2,4,8
1/4/2006 9:00,200228,1,2,4,9
1/4/2006 10:00,231277,1,2,4,10
1/4/2006 11:00,242866,1,2,4,11
1/4/2006 12:00,245014,1,2,4,12
1/4/2006 13:00,236556,1,2,4,13
1/4/2006 14:00,226572,1,2,4,14
1/4/2006 15:00,215748,1,2,4,15
1/4/2006 16:00,214505,1,2,4,16
1/4/2006 17:00,212264,1,2,4,17
1/4/2006 18:00,213080,1,2,4,18
1/4/2006 19:00,213744,1,2,4,19
1/4/2006 20:00,213887,1,2,4,20
1/4/2006 21:00,223645,1,2,4,21
1/4/2006 22:00,220250,1,2,4,22
1/4/2006 23:00,200273,1,2,4,23
1/5/2006 0:00,168358,1,3,5,12
1/5/2006 1:00,143140,1,3,5,1
1/5/2006 2:00,122372,1,3,5,2
1/5/2006 3:00,114044,1,3,5,3
1/5/2006 4:00,110821,1,3,5,4
1/5/2006 5:00,112427,1,3,5,5
1/5/2006 6:00,125218,1,3,5,6
1/5/2006 7:00,140848,1,3,5,7
1/5/2006 8:00,165023,1,3,5,8
1/5/2006 9:00,200807,1,3,5,9
1/5/2006 10:00,231226,1,3,5,10
1/5/2006 11:00,242267,1,3,5,11
1/5/2006 12:00,242302,1,3,5,12
1/5/2006 13:00,237154,1,3,5,13
1/5/2006 14:00,227872,1,3,5,14
1/5/2006 15:00,218553,1,3,5,15
1/5/2006 16:00,216218,1,3,5,16
1/5/2006 17:00,215085,1,3,5,17
1/5/2006 18:00,213986,1,3,5,18
1/5/2006 19:00,220493,1,3,5,19
1/5/2006 20:00,221973,1,3,5,20
1/5/2006 21:00,228813,1,3,5,21
1/5/2006 22:00,223843,1,3,5,22
1/5/2006 23:00,206093,1,3,5,23
1/6/2006 0:00,173338,1,4,6,12
1/6/2006 1:00,145444,1,4,6,1
1/6/2006 2:00,123494,1,4,6,2
1/6/2006 3:00,113861,1,4,6,3
1/6/2006 4:00,110206,1,4,6,4
1/6/2006 5:00,113086,1,4,6,5
1/6/2006 6:00,128598,1,4,6,6
1/6/2006 7:00,142046,1,4,6,7
1/6/2006 8:00,164949,1,4,6,8
1/6/2006 9:00,200015,1,4,6,9
1/6/2006 10:00,233820,1,4,6,10
1/6/2006 11:00,244811,1,4,6,11
1/6/2006 12:00,246386,1,4,6,12
1/6/2006 13:00,240255,1,4,6,13
1/6/2006 14:00,231461,1,4,6,14
1/6/2006 15:00,225322,1,4,6,15
1/6/2006 16:00,224030,1,4,6,16
1/6/2006 17:00,220030,1,4,6,17
1/6/2006 18:00,222992,1,4,6,18
1/6/2006 19:00,223182,1,4,6,19
1/6/2006 20:00,224055,1,4,6,20
1/6/2006 21:00,227448,1,4,6,21
1/6/2006 22:00,216688,1,4,6,22
1/6/2006 23:00,201914,1,4,6,23
1/7/2006 0:00,172272,1,5,7,12
1/7/2006 1:00,144307,1,5,7,1
1/7/2006 2:00,127093,1,5,7,2
1/7/2006 3:00,117837,1,5,7,3
1/7/2006 4:00,111631,1,5,7,4
1/7/2006 5:00,113107,1,5,7,5
1/7/2006 6:00,121476,1,5,7,6
1/7/2006 7:00,133638,1,5,7,7
1/7/2006 8:00,148425,1,5,7,8
1/7/2006 9:00,190401,1,5,7,9
1/7/2006 10:00,222720,1,5,7,10
1/7/2006 11:00,235356,1,5,7,11
1/7/2006 12:00,235247,1,5,7,12
1/7/2006 13:00,223295,1,5,7,13
1/7/2006 14:00,218952,1,5,7,14
1/7/2006 15:00,209035,1,5,7,15
1/7/2006 16:00,202152,1,5,7,16
1/7/2006 17:00,200211,1,5,7,17
1/7/2006 18:00,200371,1,5,7,18
1/7/2006 19:00,200950,1,5,7,19
1/7/2006 20:00,199756,1,5,7,20
1/7/2006 21:00,206351,1,5,7,21
1/7/2006 22:00,203552,1,5,7,22
1/7/2006 23:00,192316,1,5,7,23
1/8/2006 0:00,175411,1,6,8,12
1/8/2006 1:00,146062,1,6,8,1
1/8/2006 2:00,126390,1,6,8,2
1/8/2006 3:00,116271,1,6,8,3
1/8/2006 4:00,113687,1,6,8,4
1/8/2006 5:00,113890,1,6,8,5
1/8/2006 6:00,122855,1,6,8,6
1/8/2006 7:00,134868,1,6,8,7
1/8/2006 8:00,155206,1,6,8,8
1/8/2006 9:00,194515,1,6,8,9
1/8/2006 10:00,229167,1,6,8,10
1/8/2006 11:00,241718,1,6,8,11
1/8/2006 12:00,245715,1,6,8,12
1/8/2006 13:00,238297,1,6,8,13
1/8/2006 14:00,229603,1,6,8,14
1/8/2006 15:00,217969,1,6,8,15
1/8/2006 16:00,221507,1,6,8,16
1/8/2006 17:00,220081,1,6,8,17
1/8/2006 18:00,220687,1,6,8,18
1/8/2006 19:00,225959,1,6,8,19
1/8/2006 20:00,228125,1,6,8,20
1/8/2006 21:00,231497,1,6,8,21
1/8/2006 22:00,225709,1,6,8,22
1/8/2006 23:00,208319,1,6,8,23
1/9/2006 0:00,178176,1,5.8,9,12
1/9/2006 1:00,149330,1,5.6,9,1
1/9/2006 2:00,125692,1,5.4,9,2
1/9/2006 3:00,116108,1,5.2,9,3
1/9/2006 4:00,111892,1,5,9,4
1/9/2006 5:00,115103,1,4.8,9,5
1/9/2006 6:00,130162,1,4.6,9,6
1/9/2006 7:00,148349,1,4.4,9,7
1/9/2006 8:00,169074,1,4.2,9,8
1/9/2006 9:00,203523,1,4,9,9
1/9/2006 10:00,235540,1,3.8,9,10
1/9/2006 11:00,246266,1,3.6,9,11
1/9/2006 12:00,248116,1,3.4,9,12
1/9/2006 13:00,246238,1,3.2,9,13
1/9/2006 14:00,237080,1,3,9,14
1/9/2006 15:00,229136,1,2.8,9,15
1/9/2006 16:00,232908,1,2.6,9,16
1/9/2006 17:00,235724,1,2.4,9,17
1/9/2006 18:00,239983,1,2.2,9,18
1/9/2006 19:00,250151,1,2,9,19
1/9/2006 20:00,268894,1,1.8,9,20
1/9/2006 21:00,279983,1,1.6,9,21
1/9/2006 22:00,261313,1,1.4,9,22
1/9/2006 23:00,220019,1,1.2,9,23
1/10/2006 0:00,182144,1,1,10,12
1/10/2006 1:00,141023,1,1,10,1
1/10/2006 2:00,121263,1,1,10,2
1/10/2006 3:00,112132,1,1,10,3
1/10/2006 4:00,110944,1,1,10,4
1/10/2006 5:00,126970,1,1,10,5
1/10/2006 6:00,181060,1,1,10,6
1/10/2006 7:00,233408,1,1,10,7
1/10/2006 8:00,218467,1,1,10,8
1/10/2006 9:00,216792,1,1,10,9
1/10/2006 10:00,218702,1,1,10,10
1/10/2006 11:00,218902,1,1,10,11
1/10/2006 12:00,219044,1,1,10,12
1/10/2006 13:00,216140,1,1,10,13
1/10/2006 14:00,212927,1,1,10,14
1/10/2006 15:00,209041,1,1,10,15
1/10/2006 16:00,206956,1,1,10,16
1/10/2006 17:00,208880,1,1,10,17
1/10/2006 18:00,216964,1,1,10,18
1/10/2006 19:00,231120,1,1,10,19
1/10/2006 20:00,244978,1,1,10,20
1/10/2006 21:00,256866,1,1,10,21
1/10/2006 22:00,254188,1,1,10,22
1/10/2006 23:00,219163,1,1,10,23
1/11/2006 0:00,171204,1,2,11,12
1/11/2006 1:00,136187,1,2,11,1
1/11/2006 2:00,118586,1,2,11,2
1/11/2006 3:00,111080,1,2,11,3
1/11/2006 4:00,109736,1,2,11,4
1/11/2006 5:00,124908,1,2,11,5
1/11/2006 6:00,172271,1,2,11,6
1/11/2006 7:00,228270,1,2,11,7
1/11/2006 8:00,219994,1,2,11,8
1/11/2006 9:00,220852,1,2,11,9
1/11/2006 10:00,220480,1,2,11,10
1/11/2006 11:00,218411,1,2,11,11
1/11/2006 12:00,215706,1,2,11,12
1/11/2006 13:00,215323,1,2,11,13
1/11/2006 14:00,210720,1,2,11,14
1/11/2006 15:00,205715,1,2,11,15
1/11/2006 16:00,204331,1,2,11,16
1/11/2006 17:00,206856,1,2,11,17
1/11/2006 18:00,216540,1,2,11,18
1/11/2006 19:00,231022,1,2,11,19
1/11/2006 20:00,244313,1,2,11,20
1/11/2006 21:00,261953,1,2,11,21
1/11/2006 22:00,253543,1,2,11,22
1/11/2006 23:00,221989,1,2,11,23
1/12/2006 0:00,171194,1,3,12,12
1/12/2006 1:00,136819,1,3,12,1
1/12/2006 2:00,119225,1,3,12,2
1/12/2006 3:00,111525,1,3,12,3
1/12/2006 4:00,110806,1,3,12,4
1/12/2006 5:00,124938,1,3,12,5
1/12/2006 6:00,173986,1,3,12,6
1/12/2006 7:00,228172,1,3,12,7
1/12/2006 8:00,221398,1,3,12,8
1/12/2006 9:00,221879,1,3,12,9
1/12/2006 10:00,220130,1,3,12,10
1/12/2006 11:00,217913,1,3,12,11
1/12/2006 12:00,216226,1,3,12,12
1/12/2006 13:00,213796,1,3,12,13
1/12/2006 14:00,211077,1,3,12,14
1/12/2006 15:00,204892,1,3,12,15
1/12/2006 16:00,205126,1,3,12,16
1/12/2006 17:00,205984,1,3,12,17
1/12/2006 18:00,216424,1,3,12,18
1/12/2006 19:00,230149,1,3,12,19
1/12/2006 20:00,245491,1,3,12,20
1/12/2006 21:00,257645,1,3,12,21
1/12/2006 22:00,253591,1,3,12,22
1/12/2006 23:00,218336,1,3,12,23
1/13/2006 0:00,172558,1,4,13,12
1/13/2006 1:00,135965,1,4,13,1
1/13/2006 2:00,118631,1,4,13,2
1/13/2006 3:00,111111,1,4,13,3
1/13/2006 4:00,110314,1,4,13,4
1/13/2006 5:00,124484,1,4,13,5
1/13/2006 6:00,171158,1,4,13,6
1/13/2006 7:00,228561,1,4,13,7
1/13/2006 8:00,221079,1,4,13,8
1/13/2006 9:00,222219,1,4,13,9
1/13/2006 10:00,222540,1,4,13,10
1/13/2006 11:00,219363,1,4,13,11
1/13/2006 12:00,216531,1,4,13,12
1/13/2006 13:00,215037,1,4,13,13
1/13/2006 14:00,211985,1,4,13,14
1/13/2006 15:00,209041,1,4,13,15
1/13/2006 16:00,209577,1,4,13,16
1/13/2006 17:00,213186,1,4,13,17
1/13/2006 18:00,219531,1,4,13,18
1/13/2006 19:00,227251,1,4,13,19
1/13/2006 20:00,230627,1,4,13,20
1/13/2006 21:00,231886,1,4,13,21
1/13/2006 22:00,227190,1,4,13,22
1/13/2006 23:00,206538,1,4,13,23
1/14/2006 0:00,175177,1,5,14,12
1/14/2006 1:00,151262,1,5,14,1
1/14/2006 2:00,129336,1,5,14,2
1/14/2006 3:00,118646,1,5,14,3
1/14/2006 4:00,112371,1,5,14,4
1/14/2006 5:00,114331,1,5,14,5
1/14/2006 6:00,127040,1,5,14,6
1/14/2006 7:00,152696,1,5,14,7
1/14/2006 8:00,176061,1,5,14,8
1/14/2006 9:00,213463,1,5,14,9
1/14/2006 10:00,239045,1,5,14,10
1/14/2006 11:00,248404,1,5,14,11
1/14/2006 12:00,247296,1,5,14,12
1/14/2006 13:00,241712,1,5,14,13
1/14/2006 14:00,236093,1,5,14,14
1/14/2006 15:00,224175,1,5,14,15
1/14/2006 16:00,221062,1,5,14,16
1/14/2006 17:00,217744,1,5,14,17
1/14/2006 18:00,218161,1,5,14,18
1/14/2006 19:00,212544,1,5,14,19
1/14/2006 20:00,230618,1,5,14,20
1/14/2006 21:00,227708,1,5,14,21
1/14/2006 22:00,225625,1,5,14,22
1/14/2006 23:00,209192,1,5,14,23
1/15/2006 0:00,178347,1,6,15,12
1/15/2006 1:00,146812,1,6,15,1
1/15/2006 2:00,123655,1,6,15,2
1/15/2006 3:00,113685,1,6,15,3
1/15/2006 4:00,109358,1,6,15,4
1/15/2006 5:00,110299,1,6,15,5
1/15/2006 6:00,121233,1,6,15,6
1/15/2006 7:00,135985,1,6,15,7
1/15/2006 8:00,161708,1,6,15,8
1/15/2006 9:00,205153,1,6,15,9
1/15/2006 10:00,241064,1,6,15,10
1/15/2006 11:00,259743,1,6,15,11
1/15/2006 12:00,258762,1,6,15,12
1/15/2006 13:00,249167,1,6,15,13
1/15/2006 14:00,239129,1,6,15,14
1/15/2006 15:00,235395,1,6,15,15
1/15/2006 16:00,231399,1,6,15,16
1/15/2006 17:00,235335,1,6,15,17
1/15/2006 18:00,244691,1,6,15,18
1/15/2006 19:00,259525,1,6,15,19
1/15/2006 20:00,260890,1,6,15,20
1/15/2006 21:00,277034,1,6,15,21
1/15/2006 22:00,264094,1,6,15,22
1/15/2006 23:00,215270,1,6,15,23
1/16/2006 0:00,179035,1,5.8,16,12
1/16/2006 1:00,140560,1,5.6,16,1
1/16/2006 2:00,121915,1,5.4,16,2
1/16/2006 3:00,112616,1,5.2,16,3
1/16/2006 4:00,111788,1,5,16,4
