,datetime,total,month,weekDay,day,hour,isHoliday
5901,9/3/2005 21:00,221092.0,9,5.0,3,21,0
5902,9/3/2005 22:00,205173.0,9,5.0,3,22,0
5903,9/3/2005 23:00,190837.0,9,5.0,3,23,0
5904,9/4/2005 0:00,165628.0,9,6.0,4,12,0
5905,9/4/2005 1:00,131041.0,9,6.0,4,1,0
5906,9/4/2005 2:00,114891.0,9,6.0,4,2,0
5907,9/4/2005 3:00,110190.0,9,6.0,4,3,0
5908,9/4/2005 4:00,109659.0,9,6.0,4,4,0
5909,9/4/2005 5:00,112754.0,9,6.0,4,5,0
5910,9/4/2005 6:00,127597.0,9,6.0,4,6,0
5911,9/4/2005 7:00,149388.0,9,6.0,4,7,0
5912,9/4/2005 8:00,181200.0,9,6.0,4,8,0
5913,9/4/2005 9:00,216659.0,9,6.0,4,9,0
5914,9/4/2005 10:00,234641.0,9,6.0,4,10,0
5915,9/4/2005 11:00,238567.0,9,6.0,4,11,0
5916,9/4/2005 12:00,234658.0,9,6.0,4,12,0
5917,9/4/2005 13:00,223079.0,9,6.0,4,13,0
5918,9/4/2005 14:00,214784.0,9,6.0,4,14,0
5919,9/4/2005 15:00,207967.0,9,6.0,4,15,0
5920,9/4/2005 16:00,204863.0,9,6.0,4,16,0
5921,9/4/2005 17:00,208088.0,9,6.0,4,17,0
5922,9/4/2005 18:00,218378.0,9,6.0,4,18,0
5923,9/4/2005 19:00,226758.0,9,6.0,4,19,0
5924,9/4/2005 20:00,246532.0,9,6.0,4,20,0
5925,9/4/2005 21:00,270466.0,9,6.0,4,21,0
5926,9/4/2005 22:00,251752.0,9,6.0,4,22,0
5927,9/4/2005 23:00,215397.0,9,6.0,4,23,0
5928,9/5/2005 0:00,147163.0,9,5.8,5,12,0
5929,9/5/2005 1:00,124223.0,9,5.6,5,1,0
5930,9/5/2005 2:00,111657.0,9,5.4,5,2,0
5931,9/5/2005 3:00,107589.0,9,5.2,5,3,0
5932,9/5/2005 4:00,108379.0,9,5.0,5,4,0
5933,9/5/2005 5:00,126659.0,9,4.8,5,5,0
5934,9/5/2005 6:00,189084.0,9,4.6,5,6,0
5935,9/5/2005 7:00,249362.0,9,4.4,5,7,0
5936,9/5/2005 8:00,239796.0,9,4.2,5,8,0
5937,9/5/2005 9:00,232166.0,9,4.0,5,9,0
5938,9/5/2005 10:00,222628.0,9,3.8,5,10,0
5939,9/5/2005 11:00,219636.0,9,3.6,5,11,0
5940,9/5/2005 12:00,209542.0,9,3.4,5,12,0
5941,9/5/2005 13:00,211985.0,9,3.2,5,13,0
5942,9/5/2005 14:00,206186.0,9,3.0,5,14,0
5943,9/5/2005 15:00,201143.0,9,2.8,5,15,0
5944,9/5/2005 16:00,200530.0,9,2.6,5,16,0
5945,9/5/2005 17:00,201815.0,9,2.4,5,17,0
5946,9/5/2005 18:00,216114.0,9,2.2,5,18,0
5947,9/5/2005 19:00,230221.0,9,2.0,5,19,0
5948,9/5/2005 20:00,244770.0,9,1.8,5,20,0
5949,9/5/2005 21:00,259780.0,9,1.6,5,21,0
5950,9/5/2005 22:00,251060.0,9,1.4,5,22,0
5951,9/5/2005 23:00,208819.0,9,1.2,5,23,0
5952,9/6/2005 0:00,158010.0,9,1.0,6,12,0
5953,9/6/2005 1:00,126112.0,9,1.0,6,1,0
5954,9/6/2005 2:00,113061.0,9,1.0,6,2,0
5955,9/6/2005 3:00,109198.0,9,1.0,6,3,0
5956,9/6/2005 4:00,109915.0,9,1.0,6,4,0
5957,9/6/2005 5:00,124706.0,9,1.0,6,5,0
5958,9/6/2005 6:00,179628.0,9,1.0,6,6,0
5959,9/6/2005 7:00,244549.0,9,1.0,6,7,0
5960,9/6/2005 8:00,239659.0,9,1.0,6,8,0
5961,9/6/2005 9:00,228393.0,9,1.0,6,9,0
5962,9/6/2005 10:00,221278.0,9,1.0,6,10,0
5963,9/6/2005 11:00,212093.0,9,1.0,6,11,0
5964,9/6/2005 12:00,206984.0,9,1.0,6,12,0
5965,9/6/2005 13:00,202730.0,9,1.0,6,13,0
5966,9/6/2005 14:00,201444.0,9,1.0,6,14,0
5967,9/6/2005 15:00,196987.0,9,1.0,6,15,0
5968,9/6/2005 16:00,196337.0,9,1.0,6,16,0
5969,9/6/2005 17:00,197823.0,9,1.0,6,17,0
5970,9/6/2005 18:00,208101.0,9,1.0,6,18,0
5971,9/6/2005 19:00,222528.0,9,1.0,6,19,0
5972,9/6/2005 20:00,241680.0,9,1.0,6,20,0
5973,9/6/2005 21:00,256953.0,9,1.0,6,21,0
5974,9/6/2005 22:00,250799.0,9,1.0,6,22,0
5975,9/6/2005 23:00,211434.0,9,1.0,6,23,0
5976,9/7/2005 0:00,160647.0,9,2.0,7,12,0
5977,9/7/2005 1:00,126398.0,9,2.0,7,1,0
5978,9/7/2005 2:00,113193.0,9,2.0,7,2,0
5979,9/7/2005 3:00,109926.0,9,2.0,7,3,0
5980,9/7/2005 4:00,111215.0,9,2.0,7,4,0
5981,9/7/2005 5:00,126123.0,9,2.0,7,5,0
5982,9/7/2005 6:00,182952.0,9,2.0,7,6,0
5983,9/7/2005 7:00,252925.0,9,2.0,7,7,0
5984,9/7/2005 8:00,243830.0,9,2.0,7,8,0
5985,9/7/2005 9:00,232105.0,9,2.0,7,9,0
5986,9/7/2005 10:00,220807.0,9,2.0,7,10,0
5987,9/7/2005 11:00,211651.0,9,2.0,7,11,0
5988,9/7/2005 12:00,206762.0,9,2.0,7,12,0
5989,9/7/2005 13:00,203260.0,9,2.0,7,13,0
5990,9/7/2005 14:00,199983.0,9,2.0,7,14,0
5991,9/7/2005 15:00,198384.0,9,2.0,7,15,0
5992,9/7/2005 16:00,197464.0,9,2.0,7,16,0
5993,9/7/2005 17:00,198358.0,9,2.0,7,17,0
5994,9/7/2005 18:00,210099.0,9,2.0,7,18,0
5995,9/7/2005 19:00,223300.0,9,2.0,7,19,0
5996,9/7/2005 20:00,241782.0,9,2.0,7,20,0
5997,9/7/2005 21:00,258902.0,9,2.0,7,21,0
5998,9/7/2005 22:00,250639.0,9,2.0,7,22,0
5999,9/7/2005 23:00,214781.0,9,2.0,7,23,0
6000,9/8/2005 0:00,162337.0,9,3.0,8,12,0
6001,9/8/2005 1:00,128769.0,9,3.0,8,1,0
6002,9/8/2005 2:00,115646.0,9,3.0,8,2,0
6003,9/8/2005 3:00,108706.0,9,3.0,8,3,0
6004,9/8/2005 4:00,110730.0,9,3.0,8,4,0
6005,9/8/2005 5:00,125635.0,9,3.0,8,5,0
6006,9/8/2005 6:00,184183.0,9,3.0,8,6,0
6007,9/8/2005 7:00,253564.0,9,3.0,8,7,0
6008,9/8/2005 8:00,245264.0,9,3.0,8,8,0
6009,9/8/2005 9:00,234855.0,9,3.0,8,9,0
6010,9/8/2005 10:00,222684.0,9,3.0,8,10,0
6011,9/8/2005 11:00,213396.0,9,3.0,8,11,0
6012,9/8/2005 12:00,206655.0,9,3.0,8,12,0
6013,9/8/2005 13:00,204262.0,9,3.0,8,13,0
6014,9/8/2005 14:00,201555.0,9,3.0,8,14,0
6015,9/8/2005 15:00,200907.0,9,3.0,8,15,0
6016,9/8/2005 16:00,200155.0,9,3.0,8,16,0
6017,9/8/2005 17:00,199861.0,9,3.0,8,17,0
6018,9/8/2005 18:00,211945.0,9,3.0,8,18,0
6019,9/8/2005 19:00,223800.0,9,3.0,8,19,0
6020,9/8/2005 20:00,244234.0,9,3.0,8,20,0
6021,9/8/2005 21:00,254628.0,9,3.0,8,21,0
6022,9/8/2005 22:00,247116.0,9,3.0,8,22,0
6023,9/8/2005 23:00,213648.0,9,3.0,8,23,0
6024,9/9/2005 0:00,160973.0,9,4.0,9,12,0
6025,9/9/2005 1:00,128415.0,9,4.0,9,1,0
6026,9/9/2005 2:00,114521.0,9,4.0,9,2,0
6027,9/9/2005 3:00,109724.0,9,4.0,9,3,0
6028,9/9/2005 4:00,110644.0,9,4.0,9,4,0
6029,9/9/2005 5:00,126733.0,9,4.0,9,5,0
6030,9/9/2005 6:00,182076.0,9,4.0,9,6,0
6031,9/9/2005 7:00,253966.0,9,4.0,9,7,0
6032,9/9/2005 8:00,243492.0,9,4.0,9,8,0
6033,9/9/2005 9:00,232162.0,9,4.0,9,9,0
6034,9/9/2005 10:00,222139.0,9,4.0,9,10,0
6035,9/9/2005 11:00,212202.0,9,4.0,9,11,0
6036,9/9/2005 12:00,208366.0,9,4.0,9,12,0
6037,9/9/2005 13:00,206256.0,9,4.0,9,13,0
6038,9/9/2005 14:00,204118.0,9,4.0,9,14,0
6039,9/9/2005 15:00,200010.0,9,4.0,9,15,0
6040,9/9/2005 16:00,200841.0,9,4.0,9,16,0
6041,9/9/2005 17:00,198399.0,9,4.0,9,17,0
6042,9/9/2005 18:00,208339.0,9,4.0,9,18,0
6043,9/9/2005 19:00,214653.0,9,4.0,9,19,0
6044,9/9/2005 20:00,225040.0,9,4.0,9,20,0
6045,9/9/2005 21:00,232373.0,9,4.0,9,21,0
6046,9/9/2005 22:00,225288.0,9,4.0,9,22,0
6047,9/9/2005 23:00,192162.0,9,4.0,9,23,0
6048,9/10/2005 0:00,162302.0,9,5.0,10,12,0
6049,9/10/2005 1:00,130839.0,9,5.0,10,1,0
6050,9/10/2005 2:00,117113.0,9,5.0,10,2,0
6051,9/10/2005 3:00,111471.0,9,5.0,10,3,0
6052,9/10/2005 4:00,111379.0,9,5.0,10,4,0
6053,9/10/2005 5:00,118154.0,9,5.0,10,5,0
6054,9/10/2005 6:00,142302.0,9,5.0,10,6,0
6055,9/10/2005 7:00,175510.0,9,5.0,10,7,0
6056,9/10/2005 8:00,210170.0,9,5.0,10,8,0
6057,9/10/2005 9:00,234476.0,9,5.0,10,9,0
6058,9/10/2005 10:00,240183.0,9,5.0,10,10,0
6059,9/10/2005 11:00,234757.0,9,5.0,10,11,0
6060,9/10/2005 12:00,223364.0,9,5.0,10,12,0
6061,9/10/2005 13:00,214635.0,9,5.0,10,13,0
6062,9/10/2005 14:00,209263.0,9,5.0,10,14,0
6063,9/10/2005 15:00,202554.0,9,5.0,10,15,0
6064,9/10/2005 16:00,198015.0,9,5.0,10,16,0
6065,9/10/2005 17:00,198252.0,9,5.0,10,17,0
6066,9/10/2005 18:00,200094.0,9,5.0,10,18,0
6067,9/10/2005 19:00,202081.0,9,5.0,10,19,0
6068,9/10/2005 20:00,212596.0,9,5.0,10,20,0
6069,9/10/2005 21:00,216436.0,9,5.0,10,21,0
6070,9/10/2005 22:00,208392.0,9,5.0,10,22,0
6071,9/10/2005 23:00,190056.0,9,5.0,10,23,0
6072,9/11/2005 0:00,153707.0,9,6.0,11,12,0
6073,9/11/2005 1:00,130896.0,9,6.0,11,1,0
6074,9/11/2005 2:00,116511.0,9,6.0,11,2,0
6075,9/11/2005 3:00,110857.0,9,6.0,11,3,0
6076,9/11/2005 4:00,108374.0,9,6.0,11,4,0
6077,9/11/2005 5:00,111969.0,9,6.0,11,5,0
6078,9/11/2005 6:00,124532.0,9,6.0,11,6,0
6079,9/11/2005 7:00,145336.0,9,6.0,11,7,0
6080,9/11/2005 8:00,180096.0,9,6.0,11,8,0
6081,9/11/2005 9:00,207932.0,9,6.0,11,9,0
6082,9/11/2005 10:00,220526.0,9,6.0,11,10,0
6083,9/11/2005 11:00,222829.0,9,6.0,11,11,0
6084,9/11/2005 12:00,225841.0,9,6.0,11,12,0
6085,9/11/2005 13:00,220043.0,9,6.0,11,13,0
6086,9/11/2005 14:00,215689.0,9,6.0,11,14,0
6087,9/11/2005 15:00,212678.0,9,6.0,11,15,0
6088,9/11/2005 16:00,212424.0,9,6.0,11,16,0
6089,9/11/2005 17:00,218927.0,9,6.0,11,17,0
6090,9/11/2005 18:00,231880.0,9,6.0,11,18,0
6091,9/11/2005 19:00,241964.0,9,6.0,11,19,0
6092,9/11/2005 20:00,258618.0,9,6.0,11,20,0
6093,9/11/2005 21:00,273727.0,9,6.0,11,21,0
6094,9/11/2005 22:00,250915.0,9,6.0,11,22,0
6095,9/11/2005 23:00,212175.0,9,6.0,11,23,0
6096,9/12/2005 0:00,166995.0,9,5.8,12,12,0
6097,9/12/2005 1:00,130779.0,9,5.6,12,1,0
6098,9/12/2005 2:00,113558.0,9,5.4,12,2,0
6099,9/12/2005 3:00,107671.0,9,5.2,12,3,0
6100,9/12/2005 4:00,108569.0,9,5.0,12,4,0
6101,9/12/2005 5:00,126171.0,9,4.8,12,5,0
6102,9/12/2005 6:00,182624.0,9,4.6,12,6,0
6103,9/12/2005 7:00,250601.0,9,4.4,12,7,0
6104,9/12/2005 8:00,239956.0,9,4.2,12,8,0
6105,9/12/2005 9:00,232984.0,9,4.0,12,9,0
6106,9/12/2005 10:00,225765.0,9,3.8,12,10,0
6107,9/12/2005 11:00,218851.0,9,3.6,12,11,0
6108,9/12/2005 12:00,212837.0,9,3.4,12,12,0
6109,9/12/2005 13:00,208998.0,9,3.2,12,13,0
6110,9/12/2005 14:00,205722.0,9,3.0,12,14,0
6111,9/12/2005 15:00,200455.0,9,2.8,12,15,0
6112,9/12/2005 16:00,199742.0,9,2.6,12,16,0
6113,9/12/2005 17:00,201750.0,9,2.4,12,17,0
6114,9/12/2005 18:00,210186.0,9,2.2,12,18,0
6115,9/12/2005 19:00,224326.0,9,2.0,12,19,0
6116,9/12/2005 20:00,242386.0,9,1.8,12,20,0
6117,9/12/2005 21:00,254457.0,9,1.6,12,21,0
6118,9/12/2005 22:00,247261.0,9,1.4,12,22,0
6119,9/12/2005 23:00,207339.0,9,1.2,12,23,0
6120,9/13/2005 0:00,160693.0,9,1.0,13,12,0
6121,9/13/2005 1:00,125962.0,9,1.0,13,1,0
6122,9/13/2005 2:00,112910.0,9,1.0,13,2,0
6123,9/13/2005 3:00,108411.0,9,1.0,13,3,0
6124,9/13/2005 4:00,109443.0,9,1.0,13,4,0
6125,9/13/2005 5:00,126527.0,9,1.0,13,5,0
6126,9/13/2005 6:00,178638.0,9,1.0,13,6,0
6127,9/13/2005 7:00,245164.0,9,1.0,13,7,0
6128,9/13/2005 8:00,239179.0,9,1.0,13,8,0
6129,9/13/2005 9:00,230792.0,9,1.0,13,9,0
6130,9/13/2005 10:00,220845.0,9,1.0,13,10,0
6131,9/13/2005 11:00,212120.0,9,1.0,13,11,0
6132,9/13/2005 12:00,204866.0,9,1.0,13,12,0
6133,9/13/2005 13:00,200375.0,9,1.0,13,13,0
6134,9/13/2005 14:00,197053.0,9,1.0,13,14,0
6135,9/13/2005 15:00,193609.0,9,1.0,13,15,0
6136,9/13/2005 16:00,194239.0,9,1.0,13,16,0
6137,9/13/2005 17:00,197665.0,9,1.0,13,17,0
6138,9/13/2005 18:00,206953.0,9,1.0,13,18,0
6139,9/13/2005 19:00,220681.0,9,1.0,13,19,0
6140,9/13/2005 20:00,242074.0,9,1.0,13,20,0
6141,9/13/2005 21:00,253147.0,9,1.0,13,21,0
6142,9/13/2005 22:00,245401.0,9,1.0,13,22,0
6143,9/13/2005 23:00,211240.0,9,1.0,13,23,0
6144,9/14/2005 0:00,160993.0,9,2.0,14,12,0
6145,9/14/2005 1:00,129268.0,9,2.0,14,1,0
6146,9/14/2005 2:00,116279.0,9,2.0,14,2,0
6147,9/14/2005 3:00,111846.0,9,2.0,14,3,0
6148,9/14/2005 4:00,113065.0,9,2.0,14,4,0
6149,9/14/2005 5:00,126348.0,9,2.0,14,5,0
6150,9/14/2005 6:00,180992.0,9,2.0,14,6,0
6151,9/14/2005 7:00,244476.0,9,2.0,14,7,0
6152,9/14/2005 8:00,243602.0,9,2.0,14,8,0
6153,9/14/2005 9:00,232513.0,9,2.0,14,9,0
6154,9/14/2005 10:00,231607.0,9,2.0,14,10,0
6155,9/14/2005 11:00,213052.0,9,2.0,14,11,0
6156,9/14/2005 12:00,208252.0,9,2.0,14,12,0
6157,9/14/2005 13:00,203898.0,9,2.0,14,13,0
6158,9/14/2005 14:00,201599.0,9,2.0,14,14,0
6159,9/14/2005 15:00,198263.0,9,2.0,14,15,0
6160,9/14/2005 16:00,197941.0,9,2.0,14,16,0
6161,9/14/2005 17:00,202452.0,9,2.0,14,17,0
6162,9/14/2005 18:00,208698.0,9,2.0,14,18,0
6163,9/14/2005 19:00,224535.0,9,2.0,14,19,0
6164,9/14/2005 20:00,244372.0,9,2.0,14,20,0
6165,9/14/2005 21:00,254894.0,9,2.0,14,21,0
6166,9/14/2005 22:00,248795.0,9,2.0,14,22,0
6167,9/14/2005 23:00,211091.0,9,2.0,14,23,0
6168,9/15/2005 0:00,159756.0,9,3.0,15,12,0
6169,9/15/2005 1:00,125538.0,9,3.0,15,1,0
6170,9/15/2005 2:00,113647.0,9,3.0,15,2,0
6171,9/15/2005 3:00,108853.0,9,3.0,15,3,0
6172,9/15/2005 4:00,110881.0,9,3.0,15,4,0
6173,9/15/2005 5:00,125764.0,9,3.0,15,5,0
6174,9/15/2005 6:00,181065.0,9,3.0,15,6,0
6175,9/15/2005 7:00,252565.0,9,3.0,15,7,0
6176,9/15/2005 8:00,244117.0,9,3.0,15,8,0
6177,9/15/2005 9:00,227464.0,9,3.0,15,9,0
6178,9/15/2005 10:00,218939.0,9,3.0,15,10,0
6179,9/15/2005 11:00,212164.0,9,3.0,15,11,0
6180,9/15/2005 12:00,206949.0,9,3.0,15,12,0
6181,9/15/2005 13:00,203973.0,9,3.0,15,13,0
6182,9/15/2005 14:00,201206.0,9,3.0,15,14,0
6183,9/15/2005 15:00,198687.0,9,3.0,15,15,0
6184,9/15/2005 16:00,197315.0,9,3.0,15,16,0
6185,9/15/2005 17:00,200635.0,9,3.0,15,17,0
6186,9/15/2005 18:00,208379.0,9,3.0,15,18,0
6187,9/15/2005 19:00,221304.0,9,3.0,15,19,0
6188,9/15/2005 20:00,240150.0,9,3.0,15,20,0
6189,9/15/2005 21:00,253715.0,9,3.0,15,21,0
6190,9/15/2005 22:00,242997.0,9,3.0,15,22,0
6191,9/15/2005 23:00,212103.0,9,3.0,15,23,0
6192,9/16/2005 0:00,161600.0,9,4.0,16,12,0
6193,9/16/2005 1:00,126884.0,9,4.0,16,1,0
6194,9/16/2005 2:00,114609.0,9,4.0,16,2,0
6195,9/16/2005 3:00,109216.0,9,4.0,16,3,0
6196,9/16/2005 4:00,110003.0,9,4.0,16,4,0
6197,9/16/2005 5:00,126608.0,9,4.0,16,5,0
6198,9/16/2005 6:00,179139.0,9,4.0,16,6,0
6199,9/16/2005 7:00,250275.0,9,4.0,16,7,0
6200,9/16/2005 8:00,241866.0,9,4.0,16,8,0
6201,9/16/2005 9:00,230891.0,9,4.0,16,9,0
6202,9/16/2005 10:00,222725.0,9,4.0,16,10,0
6203,9/16/2005 11:00,212399.0,9,4.0,16,11,0
6204,9/16/2005 12:00,208273.0,9,4.0,16,12,0
6205,9/16/2005 13:00,205747.0,9,4.0,16,13,0
6206,9/16/2005 14:00,203174.0,9,4.0,16,14,0
6207,9/16/2005 15:00,200605.0,9,4.0,16,15,0
6208,9/16/2005 16:00,199816.0,9,4.0,16,16,0
6209,9/16/2005 17:00,203184.0,9,4.0,16,17,0
6210,9/16/2005 18:00,208260.0,9,4.0,16,18,0
6211,9/16/2005 19:00,217770.0,9,4.0,16,19,0
6212,9/16/2005 20:00,226986.0,9,4.0,16,20,0
6213,9/16/2005 21:00,233898.0,9,4.0,16,21,0
6214,9/16/2005 22:00,220680.0,9,4.0,16,22,0
6215,9/16/2005 23:00,192097.0,9,4.0,16,23,0
6216,9/17/2005 0:00,163952.0,9,5.0,17,12,0
6217,9/17/2005 1:00,131035.0,9,5.0,17,1,0
6218,9/17/2005 2:00,116056.0,9,5.0,17,2,0
6219,9/17/2005 3:00,110357.0,9,5.0,17,3,0
6220,9/17/2005 4:00,110510.0,9,5.0,17,4,0
6221,9/17/2005 5:00,118636.0,9,5.0,17,5,0
6222,9/17/2005 6:00,136751.0,9,5.0,17,6,0
6223,9/17/2005 7:00,173148.0,9,5.0,17,7,0
6224,9/17/2005 8:00,205149.0,9,5.0,17,8,0
6225,9/17/2005 9:00,230086.0,9,5.0,17,9,0
6226,9/17/2005 10:00,240872.0,9,5.0,17,10,0
6227,9/17/2005 11:00,236747.0,9,5.0,17,11,0
6228,9/17/2005 12:00,226620.0,9,5.0,17,12,0
6229,9/17/2005 13:00,219828.0,9,5.0,17,13,0
6230,9/17/2005 14:00,214301.0,9,5.0,17,14,0
6231,9/17/2005 15:00,210212.0,9,5.0,17,15,0
6232,9/17/2005 16:00,206870.0,9,5.0,17,16,0
6233,9/17/2005 17:00,208039.0,9,5.0,17,17,0
6234,9/17/2005 18:00,212213.0,9,5.0,17,18,0
6235,9/17/2005 19:00,213717.0,9,5.0,17,19,0
6236,9/17/2005 20:00,224419.0,9,5.0,17,20,0
6237,9/17/2005 21:00,224992.0,9,5.0,17,21,0
6238,9/17/2005 22:00,213705.0,9,5.0,17,22,0
6239,9/17/2005 23:00,192705.0,9,5.0,17,23,0
6240,9/18/2005 0:00,157661.0,9,6.0,18,12,0
6241,9/18/2005 1:00,132655.0,9,6.0,18,1,0
6242,9/18/2005 2:00,115862.0,9,6.0,18,2,0
6243,9/18/2005 3:00,109660.0,9,6.0,18,3,0
6244,9/18/2005 4:00,109386.0,9,6.0,18,4,0
6245,9/18/2005 5:00,112666.0,9,6.0,18,5,0
6246,9/18/2005 6:00,123747.0,9,6.0,18,6,0
6247,9/18/2005 7:00,145688.0,9,6.0,18,7,0
6248,9/18/2005 8:00,186465.0,9,6.0,18,8,0
6249,9/18/2005 9:00,221587.0,9,6.0,18,9,0
6250,9/18/2005 10:00,238144.0,9,6.0,18,10,0
6251,9/18/2005 11:00,240541.0,9,6.0,18,11,0
6252,9/18/2005 12:00,238301.0,9,6.0,18,12,0
6253,9/18/2005 13:00,229431.0,9,6.0,18,13,0
6254,9/18/2005 14:00,221177.0,9,6.0,18,14,0
6255,9/18/2005 15:00,220322.0,9,6.0,18,15,0
6256,9/18/2005 16:00,220373.0,9,6.0,18,16,0
6257,9/18/2005 17:00,224083.0,9,6.0,18,17,0
6258,9/18/2005 18:00,234338.0,9,6.0,18,18,0
6259,9/18/2005 19:00,249590.0,9,6.0,18,19,0
6260,9/18/2005 20:00,268300.0,9,6.0,18,20,0
6261,9/18/2005 21:00,289744.0,9,6.0,18,21,0
6262,9/18/2005 22:00,264883.0,9,6.0,18,22,0
6263,9/18/2005 23:00,218805.0,9,6.0,18,23,0
6264,9/19/2005 0:00,169568.0,9,5.8,19,12,0
6265,9/19/2005 1:00,128335.0,9,5.6,19,1,0
6266,9/19/2005 2:00,112976.0,9,5.4,19,2,0
6267,9/19/2005 3:00,108127.0,9,5.2,19,3,0
6268,9/19/2005 4:00,108340.0,9,5.0,19,4,0
6269,9/19/2005 5:00,126590.0,9,4.8,19,5,0
6270,9/19/2005 6:00,184215.0,9,4.6,19,6,0
6271,9/19/2005 7:00,252483.0,9,4.4,19,7,0
6272,9/19/2005 8:00,245680.0,9,4.2,19,8,0
6273,9/19/2005 9:00,238869.0,9,4.0,19,9,0
6274,9/19/2005 10:00,228324.0,9,3.8,19,10,0
6275,9/19/2005 11:00,222199.0,9,3.6,19,11,0
6276,9/19/2005 12:00,213394.0,9,3.4,19,12,0
6277,9/19/2005 13:00,209531.0,9,3.2,19,13,0
6278,9/19/2005 14:00,207028.0,9,3.0,19,14,0
6279,9/19/2005 15:00,203003.0,9,2.8,19,15,0
6280,9/19/2005 16:00,200740.0,9,2.6,19,16,0
6281,9/19/2005 17:00,202472.0,9,2.4,19,17,0
6282,9/19/2005 18:00,212505.0,9,2.2,19,18,0
6283,9/19/2005 19:00,228149.0,9,2.0,19,19,0
6284,9/19/2005 20:00,245997.0,9,1.8,19,20,0
6285,9/19/2005 21:00,257756.0,9,1.6,19,21,0
6286,9/19/2005 22:00,249987.0,9,1.4,19,22,0
6287,9/19/2005 23:00,210592.0,9,1.2,19,23,0
6288,9/20/2005 0:00,158827.0,9,1.0,20,12,0
6289,9/20/2005 1:00,125570.0,9,1.0,20,1,0
6290,9/20/2005 2:00,112411.0,9,1.0,20,2,0
6291,9/20/2005 3:00,108935.0,9,1.0,20,3,0
6292,9/20/2005 4:00,110458.0,9,1.0,20,4,0
6293,9/20/2005 5:00,125953.0,9,1.0,20,5,0
6294,9/20/2005 6:00,180275.0,9,1.0,20,6,0
6295,9/20/2005 7:00,248471.0,9,1.0,20,7,0
6296,9/20/2005 8:00,239769.0,9,1.0,20,8,0
6297,9/20/2005 9:00,229349.0,9,1.0,20,9,0
6298,9/20/2005 10:00,220655.0,9,1.0,20,10,0
6299,9/20/2005 11:00,213711.0,9,1.0,20,11,0
6300,9/20/2005 12:00,208139.0,9,1.0,20,12,0
6301,9/20/2005 13:00,206942.0,9,1.0,20,13,0
6302,9/20/2005 14:00,203252.0,9,1.0,20,14,0
6303,9/20/2005 15:00,199960.0,9,1.0,20,15,0
6304,9/20/2005 16:00,198833.0,9,1.0,20,16,0
6305,9/20/2005 17:00,202265.0,9,1.0,20,17,0
6306,9/20/2005 18:00,212777.0,9,1.0,20,18,0
6307,9/20/2005 19:00,230288.0,9,1.0,20,19,0
6308,9/20/2005 20:00,247446.0,9,1.0,20,20,0
6309,9/20/2005 21:00,256904.0,9,1.0,20,21,0
6310,9/20/2005 22:00,251290.0,9,1.0,20,22,0
6311,9/20/2005 23:00,213711.0,9,1.0,20,23,0
6312,9/21/2005 0:00,161288.0,9,2.0,21,12,0
6313,9/21/2005 1:00,126211.0,9,2.0,21,1,0
6314,9/21/2005 2:00,112997.0,9,2.0,21,2,0
6315,9/21/2005 3:00,109669.0,9,2.0,21,3,0
6316,9/21/2005 4:00,112176.0,9,2.0,21,4,0
6317,9/21/2005 5:00,125057.0,9,2.0,21,5,0
6318,9/21/2005 6:00,182833.0,9,2.0,21,6,0
6319,9/21/2005 7:00,248705.0,9,2.0,21,7,0
6320,9/21/2005 8:00,240896.0,9,2.0,21,8,0
6321,9/21/2005 9:00,227630.0,9,2.0,21,9,0
6322,9/21/2005 10:00,219700.0,9,2.0,21,10,0
6323,9/21/2005 11:00,211585.0,9,2.0,21,11,0
6324,9/21/2005 12:00,207031.0,9,2.0,21,12,0
6325,9/21/2005 13:00,205790.0,9,2.0,21,13,0
6326,9/21/2005 14:00,201063.0,9,2.0,21,14,0
6327,9/21/2005 15:00,197146.0,9,2.0,21,15,0
6328,9/21/2005 16:00,197603.0,9,2.0,21,16,0
6329,9/21/2005 17:00,201652.0,9,2.0,21,17,0
6330,9/21/2005 18:00,212825.0,9,2.0,21,18,0
6331,9/21/2005 19:00,230844.0,9,2.0,21,19,0
6332,9/21/2005 20:00,246897.0,9,2.0,21,20,0
6333,9/21/2005 21:00,256636.0,9,2.0,21,21,0
6334,9/21/2005 22:00,248875.0,9,2.0,21,22,0
6335,9/21/2005 23:00,208228.0,9,2.0,21,23,0
6336,9/22/2005 0:00,159741.0,9,3.0,22,12,0
6337,9/22/2005 1:00,126282.0,9,3.0,22,1,0
6338,9/22/2005 2:00,114341.0,9,3.0,22,2,0
6339,9/22/2005 3:00,109555.0,9,3.0,22,3,0
6340,9/22/2005 4:00,110111.0,9,3.0,22,4,0
6341,9/22/2005 5:00,127073.0,9,3.0,22,5,0
6342,9/22/2005 6:00,179252.0,9,3.0,22,6,0
6343,9/22/2005 7:00,245702.0,9,3.0,22,7,0
6344,9/22/2005 8:00,242051.0,9,3.0,22,8,0
6345,9/22/2005 9:00,233150.0,9,3.0,22,9,0
6346,9/22/2005 10:00,222434.0,9,3.0,22,10,0
6347,9/22/2005 11:00,213584.0,9,3.0,22,11,0
6348,9/22/2005 12:00,207815.0,9,3.0,22,12,0
6349,9/22/2005 13:00,206473.0,9,3.0,22,13,0
6350,9/22/2005 14:00,202808.0,9,3.0,22,14,0
